Kirjauspäivä;Selite;Summa;Viitenumero
08.12.2023;Hoitovastike 100036;210,00;100036
26.04.2023;HSY VESI JA VIEMARI;-259,33;
18.01.2023;Hoitovastike 100052;175,00;100052
03.12.2023;Hoitovastike 100049;150,00;100049
02.06.2023;Hoitovastike 100036;210,00;100036
15.05.2023;Hoitovastike 100049;150,00;100049
05.04.2023;Hoitovastike 100023;180,00;100023
20.11.2023;Verohallinto Kiinteistovero;-1148,58;
04.09.2023;Hoitovastike 100010;250,00;100010
04.09.2023;Hoitovastike 100049;150,00;100049
09.09.2023;Hoitovastike 100049;150,00;100049
30.03.2023;Hoitovastike 100049;150,00;100049
06.10.2023;Hoitovastike 100023;180,00;100023
12.03.2023;Hoitovastike 100010;250,00;100010
08.03.2023;Hoitovastike 100023;180,00;100023
03.03.2023;Hoitovastike 100052;175,00;100052
16.01.2023;Verohallinto Kiinteistovero;-1947,04;
21.10.2023;Hoitovastike 100036;210,00;100036
06.07.2023;Hoitovastike 100010;250,00;100010
08.08.2023;Hoitovastike 100010;250,00;100010
06.11.2023;Hoitovastike 100049;150,00;100049
08.06.2023;Hoitovastike 100049;150,00;100049
07.05.2023;Hoitovastike 100010;250,00;100010
31.10.2023;Hoitovastike 100036;210,00;100036
26.08.2023;Hoitovastike 100023;180,00;100023
03.10.2023;Hoitovastike 100036;210,00;100036
05.06.2023;Hoitovastike 100010;250,00;100010
25.10.2023;HSY VESI JA VIEMARI;-184,82;
02.07.2023;Hoitovastike 100023;180,00;100023
16.04.2023;Isannointitoimisto Paakirja Oy;-850,00;
07.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-326,79;
24.01.2023;Hoitovastike 100023;180,00;100023
12.06.2023;LASSILA & TIKANOJA SIIVOUS OY;-261,75;
19.03.2023;Isannointitoimisto Paakirja Oy;-850,00;
27.11.2023;Hoitovastike 100023;180,00;100023
22.02.2023;Hoitovastike 100036;210,00;100036
19.12.2023;Pääkirja Taloushallinto;-471,75;
22.03.2023;Hoitovastike 100049;150,00;100049
07.05.2023;Verohallinto Kiinteistovero;-2197,57;
22.11.2023;Hoitovastike 100023;180,00;100023
27.07.2023;Hoitovastike 100023;180,00;100023
05.06.2023;Hoitovastike 100052;175,00;100052
04.03.2023;FORTUM OYJ SAHKOLASKU;-616,96;
09.02.2023;Hoitovastike 100023;180,00;100023
01.07.2023;Hoitovastike 100052;175,00;100052
13.11.2023;Hoitovastike 100023;180,00;100023
10.07.2023;Isannointitoimisto Paakirja Oy;-850,00;
09.08.2023;Hoitovastike 100036;210,00;100036
22.10.2023;Hoitovastike 100023;180,00;100023
30.09.2023;Pankin Palvelumaksu;-12,50;
04.09.2023;Hoitovastike 100052;175,00;100052
10.01.2023;HSY VESI JA VIEMARI;-177,20;
15.10.2023;Hoitovastike 100010;250,00;100010
15.10.2023;Hoitovastike 100052;175,00;100052
31.03.2023;K-Rauta rautakauppa;-197,49;
06.08.2023;Hoitovastike 100023;180,00;100023
21.01.2023;Hoitovastike 100052;175,00;100052
19.10.2023;Hoitovastike 100023;180,00;100023
10.02.2023;Hoitovastike 100010;250,00;100010
30.07.2023;Kone Hissihuolto;-207,95;
07.08.2023;FORTUM OYJ SAHKOLASKU;-201,85;
20.05.2023;Hoitovastike 100052;175,00;100052
25.02.2023;Hoitovastike 100023;180,00;100023
01.03.2023;Helen Oy Sahko;-415,01;
10.02.2023;Hoitovastike 100036;210,00;100036
21.02.2023;Hoitovastike 100052;175,00;100052
01.02.2023;Hoitovastike 100010;250,00;100010
03.03.2023;Hoitovastike 100052;175,00;100052
18.03.2023;Hoitovastike 100010;250,00;100010
12.12.2023;Hoitovastike 100036;210,00;100036
25.01.2023;LASSILA & TIKANOJA SIIVOUS OY;-208,37;
26.04.2023;Hoitovastike 100036;210,00;100036
05.02.2023;Pääkirja Taloushallinto;-448,87;
27.12.2023;Hoitovastike 100023;180,00;100023
08.09.2023;Hoitovastike 100023;180,00;100023
06.05.2023;Hoitovastike 100010;250,00;100010
15.11.2023;Hoitovastike 100010;250,00;100010
19.12.2023;Hoitovastike 100052;175,00;100052
05.01.2023;Hoitovastike 100036;210,00;100036
28.04.2023;Pankin Palvelumaksu;-12,50;
12.11.2023;HSY VESI JA VIEMARI;-274,03;
18.01.2023;Hoitovastike 100010;250,00;100010
05.06.2023;S-Rauta Maalia ja tarvikkeita;-56,58;
05.04.2023;Hoitovastike 100023;180,00;100023
04.03.2023;Hoitovastike 100010;250,00;100010
17.02.2023;Hoitovastike 100049;150,00;100049
16.05.2023;Hoitovastike 100036;210,00;100036
08.01.2023;Hoitovastike 100010;250,00;100010
29.09.2023;Hoitovastike 100052;175,00;100052
28.07.2023;HSY VESI JA VIEMARI;-213,11;
23.05.2023;Hoitovastike 100036;210,00;100036
27.11.2023;Hoitovastike 100036;210,00;100036
24.01.2023;Hoitovastike 100010;250,00;100010
01.10.2023;Hoitovastike 100023;180,00;100023
16.03.2023;DNA Oyj Laajakaista;-120,00;
16.02.2023;Helen Oy Sahko;-165,48;
10.11.2023;Helen Oy Sahko;-456,88;
25.06.2023;Pääkirja Taloushallinto;-414,43;
23.08.2023;K-Rauta rautakauppa;-142,76;
30.05.2023;S-Rauta Maalia ja tarvikkeita;-55,45;
31.12.2023;S-Rauta Maalia ja tarvikkeita;-58,07;
09.01.2023;S-Rauta Maalia ja tarvikkeita;-21,67;
21.10.2023;Hoitovastike 100036;210,00;100036
09.08.2023;LASSILA & TIKANOJA SIIVOUS OY;-310,38;
06.02.2023;LASSILA & TIKANOJA SIIVOUS OY;-252,34;
15.06.2023;DNA Oyj Laajakaista;-120,00;
28.02.2023;Pääkirja Taloushallinto;-423,13;
24.01.2023;Hoitovastike 100010;250,00;100010
18.08.2023;Hoitovastike 100052;175,00;100052
19.01.2023;Hoitovastike 100052;175,00;100052
16.12.2023;DNA Oyj Laajakaista;-120,00;
05.04.2023;Hoitovastike 100023;180,00;100023
25.03.2023;Hoitovastike 100010;250,00;100010
29.08.2023;Hoitovastike 100036;210,00;100036
07.12.2023;HSY VESI JA VIEMARI;-213,19;
31.03.2023;Hoitovastike 100049;150,00;100049
17.12.2023;Hoitovastike 100049;150,00;100049
16.02.2023;Hoitovastike 100010;250,00;100010
22.12.2023;Pankin Palvelumaksu;-12,50;
05.02.2023;Pääkirja Taloushallinto;-385,09;
21.03.2023;FORTUM OYJ SAHKOLASKU;-782,18;
16.11.2023;DNA Oyj Laajakaista;-120,00;
24.02.2023;Hoitovastike 100023;180,00;100023
15.12.2023;K-Rauta rautakauppa;-79,93;
10.10.2023;Hoitovastike 100010;250,00;100010
05.03.2023;Hoitovastike 100052;175,00;100052
14.11.2023;DNA Oyj Laajakaista;-120,00;
24.09.2023;Hoitovastike 100023;180,00;100023
09.02.2023;Hoitovastike 100023;180,00;100023
12.11.2023;Hoitovastike 100036;210,00;100036
12.05.2023;Hoitovastike 100036;210,00;100036
22.06.2023;Hoitovastike 100023;180,00;100023
13.03.2023;Hoitovastike 100049;150,00;100049
11.07.2023;Hoitovastike 100036;210,00;100036
02.11.2023;Hoitovastike 100023;180,00;100023
04.09.2023;HSY VESI JA VIEMARI;-127,24;
18.09.2023;Hoitovastike 100049;150,00;100049
19.09.2023;S-Rauta Maalia ja tarvikkeita;-25,63;
03.02.2023;DNA Oyj Laajakaista;-120,00;
07.03.2023;Hoitovastike 100049;150,00;100049
08.06.2023;Hoitovastike 100052;175,00;100052
10.04.2023;Hoitovastike 100036;210,00;100036
22.11.2023;Pankin Palvelumaksu;-12,50;
11.12.2023;K-Rauta rautakauppa;-93,19;
16.08.2023;Hoitovastike 100036;210,00;100036
14.04.2023;Hoitovastike 100036;210,00;100036
25.09.2023;Hoitovastike 100023;180,00;100023
03.01.2023;Helen Oy Sahko;-120,81;
28.10.2023;Hoitovastike 100052;175,00;100052
05.10.2023;Hoitovastike 100023;180,00;100023
10.10.2023;Hoitovastike 100036;210,00;100036
08.09.2023;Hoitovastike 100036;210,00;100036
23.03.2023;Hoitovastike 100049;150,00;100049
08.01.2023;Hoitovastike 100052;175,00;100052
03.12.2023;S-Rauta Maalia ja tarvikkeita;-43,13;
16.07.2023;Hoitovastike 100052;175,00;100052
11.09.2023;Hoitovastike 100010;250,00;100010
10.10.2023;Hoitovastike 100036;210,00;100036
21.01.2023;LASSILA & TIKANOJA SIIVOUS OY;-397,26;
26.12.2023;Hoitovastike 100010;250,00;100010
29.01.2023;Hoitovastike 100052;175,00;100052
03.04.2023;Hoitovastike 100036;210,00;100036
14.05.2023;Hoitovastike 100052;175,00;100052
09.07.2023;Helen Oy Sahko;-215,25;
06.01.2023;S-Rauta Maalia ja tarvikkeita;-28,86;
22.03.2023;K-Rauta rautakauppa;-71,71;
07.03.2023;Hoitovastike 100049;150,00;100049
29.06.2023;HSY VESI JA VIEMARI;-231,18;
26.11.2023;Hoitovastike 100049;150,00;100049
18.04.2023;Kone Hissihuolto;-193,07;
10.12.2023;Hoitovastike 100049;150,00;100049
01.07.2023;Pankin Palvelumaksu;-12,50;
27.05.2023;Hoitovastike 100010;250,00;100010
03.10.2023;DNA Oyj Laajakaista;-120,00;
30.06.2023;Hoitovastike 100049;150,00;100049
25.12.2023;Hoitovastike 100049;150,00;100049
28.12.2023;Hoitovastike 100036;210,00;100036
02.03.2023;Hoitovastike 100052;175,00;100052
30.07.2023;Hoitovastike 100023;180,00;100023
29.08.2023;Isannointitoimisto Paakirja Oy;-850,00;
14.01.2023;Hoitovastike 100010;250,00;100010
28.07.2023;DNA Oyj Laajakaista;-120,00;
17.09.2023;Kone Hissihuolto;-367,48;
02.05.2023;Hoitovastike 100052;175,00;100052
21.03.2023;Hoitovastike 100052;175,00;100052
11.12.2023;Hoitovastike 100023;180,00;100023
10.03.2023;Hoitovastike 100023;180,00;100023
07.06.2023;Verohallinto Kiinteistovero;-1839,11;
11.06.2023;DNA Oyj Laajakaista;-120,00;
04.10.2023;Kone Hissihuolto;-359,67;
28.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-287,85;
24.12.2023;Helen Oy Sahko;-166,74;
14.01.2023;K-Rauta rautakauppa;-173,25;
20.06.2023;FORTUM OYJ SAHKOLASKU;-252,38;
14.01.2023;Hoitovastike 100052;175,00;100052
01.01.2024;DNA Oyj Laajakaista;-120,00;
13.07.2023;Hoitovastike 100023;180,00;100023
23.12.2023;Hoitovastike 100049;150,00;100049
03.09.2023;Hoitovastike 100023;180,00;100023
16.08.2023;DNA Oyj Laajakaista;-120,00;
17.07.2023;Hoitovastike 100052;175,00;100052
05.07.2023;Hoitovastike 100010;250,00;100010
04.05.2023;Hoitovastike 100010;250,00;100010
12.11.2023;Hoitovastike 100010;250,00;100010
12.12.2023;Hoitovastike 100036;210,00;100036
15.09.2023;Hoitovastike 100023;180,00;100023
15.12.2023;Hoitovastike 100010;250,00;100010
24.06.2023;Hoitovastike 100036;210,00;100036
06.12.2023;Hoitovastike 100010;250,00;100010
16.08.2023;Isannointitoimisto Paakirja Oy;-850,00;
03.04.2023;Hoitovastike 100036;210,00;100036
07.03.2023;Kone Hissihuolto;-342,77;
06.10.2023;Hoitovastike 100049;150,00;100049
25.06.2023;Hoitovastike 100010;250,00;100010
19.10.2023;Hoitovastike 100036;210,00;100036
19.01.2023;LASSILA & TIKANOJA SIIVOUS OY;-331,46;
03.12.2023;Hoitovastike 100023;180,00;100023
02.04.2023;Hoitovastike 100036;210,00;100036
28.11.2023;Pääkirja Taloushallinto;-380,91;
04.05.2023;Hoitovastike 100052;175,00;100052
18.02.2023;Hoitovastike 100049;150,00;100049
23.03.2023;HSY VESI JA VIEMARI;-208,55;
14.12.2023;S-Rauta Maalia ja tarvikkeita;-44,52;
09.10.2023;Hoitovastike 100010;250,00;100010
02.02.2023;Hoitovastike 100049;150,00;100049
09.07.2023;Hoitovastike 100023;180,00;100023
16.04.2023;FORTUM OYJ SAHKOLASKU;-187,03;
31.12.2023;Hoitovastike 100023;180,00;100023
29.03.2023;LASSILA & TIKANOJA SIIVOUS OY;-357,78;
21.12.2023;Hoitovastike 100052;175,00;100052
02.06.2023;Hoitovastike 100052;175,00;100052
04.02.2023;Hoitovastike 100052;175,00;100052
10.09.2023;Verohallinto Kiinteistovero;-1779,90;
08.05.2023;Hoitovastike 100023;180,00;100023
19.06.2023;LASSILA & TIKANOJA SIIVOUS OY;-235,26;
20.08.2023;Verohallinto Kiinteistovero;-1812,18;
13.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-229,00;
12.04.2023;Hoitovastike 100052;175,00;100052
27.12.2023;Hoitovastike 100036;210,00;100036
22.06.2023;Hoitovastike 100052;175,00;100052
26.09.2023;K-Rauta rautakauppa;-187,51;
16.05.2023;Verohallinto Kiinteistovero;-1897,55;
27.07.2023;Hoitovastike 100010;250,00;100010
31.03.2023;Hoitovastike 100023;180,00;100023
26.12.2023;Hoitovastike 100036;210,00;100036
24.08.2023;Hoitovastike 100036;210,00;100036
20.02.2023;Hoitovastike 100010;250,00;100010
12.11.2023;Kone Hissihuolto;-334,12;
19.04.2023;Hoitovastike 100049;150,00;100049
25.01.2023;Hoitovastike 100052;175,00;100052
31.12.2023;Hoitovastike 100023;180,00;100023
19.03.2023;Hoitovastike 100023;180,00;100023
02.06.2023;Hoitovastike 100036;210,00;100036
15.08.2023;Hoitovastike 100036;210,00;100036
01.02.2023;Hoitovastike 100010;250,00;100010
10.12.2023;Hoitovastike 100023;180,00;100023
07.08.2023;Helen Oy Sahko;-494,67;
23.03.2023;FORTUM OYJ SAHKOLASKU;-318,10;
06.01.2023;Hoitovastike 100010;250,00;100010
09.02.2023;Hoitovastike 100052;175,00;100052
05.07.2023;Isannointitoimisto Paakirja Oy;-850,00;
22.01.2023;S-Rauta Maalia ja tarvikkeita;-82,78;
17.01.2023;Hoitovastike 100049;150,00;100049
14.11.2023;Hoitovastike 100049;150,00;100049
13.09.2023;Hoitovastike 100049;150,00;100049
15.08.2023;Pankin Palvelumaksu;-12,50;
25.12.2023;Hoitovastike 100036;210,00;100036
28.11.2023;LASSILA & TIKANOJA SIIVOUS OY;-386,50;
08.04.2023;Pankin Palvelumaksu;-12,50;
10.10.2023;Pankin Palvelumaksu;-12,50;
23.09.2023;Pääkirja Taloushallinto;-313,44;
14.03.2023;HSY VESI JA VIEMARI;-194,97;
15.11.2023;Hoitovastike 100036;210,00;100036
14.09.2023;Hoitovastike 100023;180,00;100023
26.05.2023;Hoitovastike 100052;175,00;100052
16.02.2023;Hoitovastike 100023;180,00;100023
05.06.2023;Hoitovastike 100049;150,00;100049
03.01.2023;HSY VESI JA VIEMARI;-150,20;
07.08.2023;Hoitovastike 100023;180,00;100023
07.02.2023;Hoitovastike 100052;175,00;100052
04.04.2023;Helen Oy Sahko;-157,09;
20.05.2023;Hoitovastike 100036;210,00;100036
09.03.2023;Hoitovastike 100023;180,00;100023
10.10.2023;K-Rauta rautakauppa;-195,89;
12.04.2023;Hoitovastike 100052;175,00;100052
10.10.2023;Hoitovastike 100052;175,00;100052
30.03.2023;Hoitovastike 100036;210,00;100036
08.06.2023;Hoitovastike 100023;180,00;100023
16.09.2023;Hoitovastike 100052;175,00;100052
09.02.2023;Hoitovastike 100052;175,00;100052
10.10.2023;Pääkirja Taloushallinto;-491,10;
29.04.2023;Hoitovastike 100049;150,00;100049
09.06.2023;Hoitovastike 100049;150,00;100049
12.03.2023;Hoitovastike 100023;180,00;100023
25.06.2023;Hoitovastike 100036;210,00;100036
12.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-357,65;
02.04.2023;Hoitovastike 100023;180,00;100023
13.11.2023;HSY VESI JA VIEMARI;-256,14;
11.12.2023;Hoitovastike 100049;150,00;100049
26.06.2023;Hoitovastike 100010;250,00;100010
12.07.2023;Hoitovastike 100023;180,00;100023
12.05.2023;HSY VESI JA VIEMARI;-284,21;
09.05.2023;S-Rauta Maalia ja tarvikkeita;-51,86;
03.01.2023;Hoitovastike 100052;175,00;100052
01.11.2023;Hoitovastike 100010;250,00;100010
14.09.2023;Helen Oy Sahko;-168,29;
20.08.2023;Hoitovastike 100052;175,00;100052
11.05.2023;Hoitovastike 100052;175,00;100052
09.05.2023;DNA Oyj Laajakaista;-120,00;
20.03.2023;Hoitovastike 100023;180,00;100023
12.12.2023;Hoitovastike 100023;180,00;100023
04.06.2023;LASSILA & TIKANOJA SIIVOUS OY;-338,86;
14.10.2023;Hoitovastike 100036;210,00;100036
03.04.2023;Hoitovastike 100036;210,00;100036
25.10.2023;Hoitovastike 100049;150,00;100049
05.01.2023;Hoitovastike 100036;210,00;100036
20.08.2023;Hoitovastike 100010;250,00;100010
10.07.2023;Hoitovastike 100049;150,00;100049
14.10.2023;Hoitovastike 100023;180,00;100023
09.07.2023;Hoitovastike 100049;150,00;100049
11.09.2023;Pääkirja Taloushallinto;-345,05;
21.09.2023;Hoitovastike 100049;150,00;100049
27.05.2023;Hoitovastike 100023;180,00;100023
18.11.2023;Hoitovastike 100052;175,00;100052
05.06.2023;Hoitovastike 100023;180,00;100023
29.09.2023;Hoitovastike 100023;180,00;100023
13.10.2023;Helen Oy Sahko;-452,61;
17.02.2023;Hoitovastike 100049;150,00;100049
07.07.2023;Isannointitoimisto Paakirja Oy;-850,00;
04.04.2023;Hoitovastike 100036;210,00;100036
01.02.2023;Pankin Palvelumaksu;-12,50;
12.05.2023;Hoitovastike 100049;150,00;100049
19.09.2023;Pankin Palvelumaksu;-12,50;
31.03.2023;Hoitovastike 100052;175,00;100052
14.01.2023;Hoitovastike 100049;150,00;100049
03.05.2023;Hoitovastike 100036;210,00;100036
25.09.2023;HSY VESI JA VIEMARI;-186,69;
21.08.2023;Hoitovastike 100023;180,00;100023
13.01.2023;Hoitovastike 100010;250,00;100010
26.12.2023;Helen Oy Sahko;-250,72;
15.04.2023;Hoitovastike 100052;175,00;100052
15.09.2023;K-Rauta rautakauppa;-27,61;
15.07.2023;Hoitovastike 100052;175,00;100052
28.01.2023;Hoitovastike 100049;150,00;100049
13.02.2023;Hoitovastike 100049;150,00;100049
14.09.2023;Verohallinto Kiinteistovero;-1408,64;
27.12.2023;Hoitovastike 100023;180,00;100023
20.03.2023;Hoitovastike 100052;175,00;100052
04.03.2023;Hoitovastike 100023;180,00;100023
04.03.2023;DNA Oyj Laajakaista;-120,00;
20.05.2023;Hoitovastike 100036;210,00;100036
14.02.2023;Hoitovastike 100010;250,00;100010
12.04.2023;Hoitovastike 100010;250,00;100010
07.07.2023;Hoitovastike 100010;250,00;100010
18.03.2023;Pankin Palvelumaksu;-12,50;
21.03.2023;Hoitovastike 100052;175,00;100052
05.07.2023;Hoitovastike 100052;175,00;100052
09.08.2023;Hoitovastike 100049;150,00;100049
28.09.2023;DNA Oyj Laajakaista;-120,00;
13.09.2023;Hoitovastike 100049;150,00;100049
29.04.2023;Hoitovastike 100036;210,00;100036
08.06.2023;Hoitovastike 100049;150,00;100049
04.03.2023;Hoitovastike 100052;175,00;100052
24.10.2023;Hoitovastike 100023;180,00;100023
04.02.2023;Hoitovastike 100052;175,00;100052
29.12.2023;Hoitovastike 100049;150,00;100049
12.07.2023;Pankin Palvelumaksu;-12,50;
01.05.2023;Pääkirja Taloushallinto;-300,97;
19.10.2023;Hoitovastike 100052;175,00;100052
09.12.2023;FORTUM OYJ SAHKOLASKU;-558,34;
15.06.2023;Hoitovastike 100010;250,00;100010
09.11.2023;Hoitovastike 100023;180,00;100023
08.12.2023;Pankin Palvelumaksu;-12,50;
28.07.2023;HSY VESI JA VIEMARI;-291,36;
19.05.2023;FORTUM OYJ SAHKOLASKU;-263,23;
14.08.2023;Isannointitoimisto Paakirja Oy;-850,00;
26.12.2023;Hoitovastike 100010;250,00;100010
21.12.2023;DNA Oyj Laajakaista;-120,00;
15.02.2023;Hoitovastike 100023;180,00;100023
05.06.2023;Pankin Palvelumaksu;-12,50;
04.07.2023;Hoitovastike 100052;175,00;100052
16.06.2023;S-Rauta Maalia ja tarvikkeita;-29,83;
26.02.2023;K-Rauta rautakauppa;-68,56;
01.09.2023;Helen Oy Sahko;-223,82;
20.07.2023;Hoitovastike 100023;180,00;100023
26.04.2023;Hoitovastike 100049;150,00;100049
02.02.2023;Hoitovastike 100036;210,00;100036
04.07.2023;Kone Hissihuolto;-283,66;
18.02.2023;Hoitovastike 100036;210,00;100036
26.11.2023;HSY VESI JA VIEMARI;-237,86;
05.01.2023;Hoitovastike 100049;150,00;100049
19.06.2023;Hoitovastike 100023;180,00;100023
15.06.2023;Verohallinto Kiinteistovero;-1768,98;
02.04.2023;Hoitovastike 100010;250,00;100010
02.11.2023;Pankin Palvelumaksu;-12,50;
29.09.2023;Hoitovastike 100023;180,00;100023
11.10.2023;Hoitovastike 100010;250,00;100010
25.03.2023;Hoitovastike 100052;175,00;100052
27.03.2023;Hoitovastike 100023;180,00;100023
06.10.2023;Hoitovastike 100036;210,00;100036
16.08.2023;Pankin Palvelumaksu;-12,50;
26.08.2023;Hoitovastike 100010;250,00;100010
22.02.2023;DNA Oyj Laajakaista;-120,00;
02.09.2023;Hoitovastike 100036;210,00;100036
05.06.2023;Hoitovastike 100052;175,00;100052
12.12.2023;Pääkirja Taloushallinto;-427,95;
29.03.2023;Hoitovastike 100010;250,00;100010
16.10.2023;Hoitovastike 100010;250,00;100010
11.06.2023;Hoitovastike 100010;250,00;100010
21.03.2023;Hoitovastike 100052;175,00;100052
11.01.2023;DNA Oyj Laajakaista;-120,00;
06.07.2023;Hoitovastike 100010;250,00;100010
28.10.2023;DNA Oyj Laajakaista;-120,00;
25.05.2023;FORTUM OYJ SAHKOLASKU;-718,21;
20.03.2023;Hoitovastike 100010;250,00;100010
02.08.2023;Kone Hissihuolto;-248,56;
31.12.2023;Verohallinto Kiinteistovero;-2194,71;
26.04.2023;S-Rauta Maalia ja tarvikkeita;-36,15;
14.02.2023;Hoitovastike 100049;150,00;100049
11.12.2023;Hoitovastike 100023;180,00;100023
02.12.2023;Hoitovastike 100052;175,00;100052
08.01.2023;LASSILA & TIKANOJA SIIVOUS OY;-294,63;
09.09.2023;Hoitovastike 100052;175,00;100052
13.11.2023;LASSILA & TIKANOJA SIIVOUS OY;-398,76;
08.02.2023;LASSILA & TIKANOJA SIIVOUS OY;-212,07;
30.05.2023;Hoitovastike 100052;175,00;100052
16.06.2023;Hoitovastike 100052;175,00;100052
12.03.2023;S-Rauta Maalia ja tarvikkeita;-57,34;
29.09.2023;Hoitovastike 100010;250,00;100010
08.08.2023;Hoitovastike 100023;180,00;100023
23.08.2023;Hoitovastike 100049;150,00;100049
19.04.2023;Hoitovastike 100049;150,00;100049
10.05.2023;Hoitovastike 100052;175,00;100052
04.02.2023;FORTUM OYJ SAHKOLASKU;-360,56;
21.04.2023;Verohallinto Kiinteistovero;-1054,22;
31.10.2023;Hoitovastike 100010;250,00;100010
02.01.2023;Hoitovastike 100036;210,00;100036
20.04.2023;Hoitovastike 100052;175,00;100052
21.05.2023;S-Rauta Maalia ja tarvikkeita;-25,76;
15.07.2023;Pääkirja Taloushallinto;-356,48;
02.02.2023;FORTUM OYJ SAHKOLASKU;-207,67;
30.11.2023;FORTUM OYJ SAHKOLASKU;-422,35;
01.04.2023;Hoitovastike 100052;175,00;100052
31.12.2023;Isannointitoimisto Paakirja Oy;-850,00;
28.03.2023;Verohallinto Kiinteistovero;-1335,95;
14.02.2023;Hoitovastike 100049;150,00;100049
17.06.2023;Hoitovastike 100049;150,00;100049
27.11.2023;Pääkirja Taloushallinto;-410,68;
21.05.2023;Hoitovastike 100052;175,00;100052
05.06.2023;Hoitovastike 100023;180,00;100023
29.07.2023;Hoitovastike 100036;210,00;100036
26.02.2023;Pääkirja Taloushallinto;-462,31;
18.08.2023;Pääkirja Taloushallinto;-314,22;
22.02.2023;Hoitovastike 100010;250,00;100010
18.09.2023;Verohallinto Kiinteistovero;-2287,38;
11.04.2023;Hoitovastike 100049;150,00;100049
07.12.2023;Hoitovastike 100049;150,00;100049
26.09.2023;Verohallinto Kiinteistovero;-1555,98;
27.09.2023;Hoitovastike 100036;210,00;100036
20.09.2023;Hoitovastike 100052;175,00;100052
01.10.2023;Kone Hissihuolto;-393,49;
25.12.2023;Hoitovastike 100052;175,00;100052
01.05.2023;K-Rauta rautakauppa;-196,09;
07.06.2023;Hoitovastike 100010;250,00;100010
04.01.2023;DNA Oyj Laajakaista;-120,00;
12.01.2023;Hoitovastike 100052;175,00;100052
22.10.2023;Hoitovastike 100052;175,00;100052
11.06.2023;Hoitovastike 100023;180,00;100023
24.09.2023;Hoitovastike 100023;180,00;100023
21.12.2023;Hoitovastike 100023;180,00;100023
22.10.2023;DNA Oyj Laajakaista;-120,00;
05.07.2023;Hoitovastike 100023;180,00;100023
30.10.2023;Hoitovastike 100023;180,00;100023
27.10.2023;Hoitovastike 100049;150,00;100049
25.06.2023;Hoitovastike 100049;150,00;100049
14.01.2023;Hoitovastike 100023;180,00;100023
18.09.2023;Hoitovastike 100010;250,00;100010
04.04.2023;K-Rauta rautakauppa;-133,51;
15.03.2023;Pankin Palvelumaksu;-12,50;
02.03.2023;Hoitovastike 100049;150,00;100049
16.02.2023;Hoitovastike 100036;210,00;100036
02.11.2023;Verohallinto Kiinteistovero;-2334,73;
08.03.2023;Hoitovastike 100010;250,00;100010
22.03.2023;Isannointitoimisto Paakirja Oy;-850,00;
12.07.2023;K-Rauta rautakauppa;-34,49;
25.11.2023;Hoitovastike 100036;210,00;100036
13.04.2023;Hoitovastike 100010;250,00;100010
21.06.2023;Kone Hissihuolto;-363,31;
19.06.2023;Hoitovastike 100036;210,00;100036
01.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-239,53;
04.10.2023;HSY VESI JA VIEMARI;-100,02;
